R:A::C:P,0,1 2 3,4,5 6
0,0.16911764705882354,0.06896551724137931,0.11320754716981132,0.07329842931937172
1 2 3,0.6397058823529411,0.7097701149425287,0.5094339622641509,0.5968586387434555
4,0.051470588235294115,0.040229885057471264,0.0660377358490566,0.05759162303664921
5 6,0.13970588235294118,0.1810344827586207,0.3113207547169811,0.27225130890052357
