R:A::C:P,0,1 2 6,3,4 5
0,0.5,0.2857142857142857,0.07142857142857142,0.14285714285714285
1 2 6,0.23563218390804597,0.4425287356321839,0.13793103448275862,0.1839080459770115
3,0.0,0.4166666666666667,0.3333333333333333,0.25
4 5,0.15789473684210525,0.3684210526315789,0.21052631578947367,0.2631578947368421
