R:A::C:P,0,1 3 6,2 4,5
0,0.029449423815621,0.029449423815621,0.023047375160051217,0.011523687580025609
1 3 6,0.0973111395646607,0.26632522407170295,0.13956466069142126,0.06017925736235595
2 4,0.03841229193341869,0.0973111395646607,0.09090909090909091,0.04353393085787452
5,0.008962868117797696,0.030729833546734954,0.01792573623559539,0.015364916773367477
