R:A::C:P,0 4,1,2 3 6,5
0 4,0.29333333333333333,0.13559322033898305,0.11971830985915492,0.2
1,0.4533333333333333,0.5254237288135594,0.44366197183098594,0.16
2 3 6,0.22,0.3389830508474576,0.3732394366197183,0.52
5,0.03333333333333333,0.0,0.06338028169014084,0.12
