R:A::C:P,0 6,1,2 3 4,5
0 6,0.12284482758620689,0.039511494252873564,0.11925287356321838,0.05244252873563218
1,0.09482758620689655,0.07255747126436782,0.08836206896551724,0.017959770114942528
2 3 4,0.08692528735632184,0.04741379310344827,0.14655172413793102,0.042385057471264365
5,0.020114942528735632,0.008620689655172414,0.03089080459770115,0.009339080459770116
