R:A::C:P,0,1 2 6,3,4 5
0,0.40476190476190477,0.125,0.06451612903225806,0.3
1 2 6,0.5476190476190477,0.7678571428571429,0.7741935483870968,0.5333333333333333
3,0.0,0.05357142857142857,0.06451612903225806,0.06666666666666667
4 5,0.047619047619047616,0.05357142857142857,0.0967741935483871,0.1
