R:A::C:P,0 2 3,1,4 5,6
0 2 3,0.43006993006993005,0.4069767441860465,0.3486238532110092,0.37777777777777777
1,0.4405594405594406,0.5,0.42201834862385323,0.24444444444444444
4 5,0.08391608391608392,0.046511627906976744,0.11926605504587157,0.2
6,0.045454545454545456,0.046511627906976744,0.11009174311926606,0.17777777777777778
