R:A::C:P,0 1 3 5,2,4 6
0 1 3 5,0.43724696356275305,0.12955465587044535,0.145748987854251
2,0.11336032388663968,0.04048582995951417,0.06477732793522267
4 6,0.03643724696356275,0.008097165991902834,0.024291497975708502
