R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.5904761904761905,0.22857142857142856,0.18095238095238095
3 4,0.30434782608695654,0.5217391304347826,0.17391304347826086
5 6,0.5,0.35714285714285715,0.14285714285714285
