R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.5020242914979757,0.19433198380566802,0.15384615384615385
3 4,0.02834008097165992,0.048582995951417005,0.016194331983805668
5 6,0.02834008097165992,0.020242914979757085,0.008097165991902834
