R:A::C:P,0,1 2 4 6,3 5
0,0.029449423815621,0.046094750320102434,0.01792573623559539
1 2 4 6,0.13060179257362356,0.4507042253521127,0.1882202304737516
3 5,0.014084507042253521,0.07682458386683738,0.046094750320102434
