R:A::C:P,0 1,2 3,4 5 6
0 1,0.5362637362637362,0.1824175824175824,0.2813186813186813
2 3,0.3103448275862069,0.2917771883289125,0.3978779840848806
4 5 6,0.22678571428571428,0.2732142857142857,0.5
