R:A::C:P,0 1,2 3,4 5 6
0 1,0.5,0.2398843930635838,0.22939068100358423
2 3,0.23975409836065573,0.3179190751445087,0.26881720430107525
4 5 6,0.26024590163934425,0.4421965317919075,0.5017921146953405
