R:A::C:P,0 3 6,1 2 4,5
0 3 6,0.43492063492063493,0.34459459459459457,0.5235294117647059
1 2 4,0.49047619047619045,0.5945945945945946,0.4
5,0.0746031746031746,0.060810810810810814,0.07647058823529412
