R:A::C:P,0 2,1 5,3,4,6
0 2,0.08548850574712644,0.07758620689655173,0.03017241379310345,0.028735632183908046,0.028735632183908046
1 5,0.11350574712643678,0.10847701149425287,0.03807471264367816,0.04597701149425287,0.036637931034482756
3,0.022988505747126436,0.01939655172413793,0.010775862068965518,0.010775862068965518,0.009339080459770116
4,0.017241379310344827,0.010057471264367816,0.009339080459770116,0.011494252873563218,0.004310344827586207
6,0.0639367816091954,0.07471264367816093,0.039511494252873564,0.039511494252873564,0.06321839080459771
