R:A::C:P,0,1,2,3,4,5,6,7
0,0.43243243243243246,0.25675675675675674,0.0945945945945946,0.04054054054054054,0.08108108108108109,0.06756756756756757,0.02702702702702703,0.0
1,0.2283464566929134,0.2440944881889764,0.09973753280839895,0.08136482939632546,0.12860892388451445,0.05511811023622047,0.10498687664041995,0.05774278215223097
2,0.13090909090909092,0.17454545454545456,0.14909090909090908,0.13454545454545455,0.11636363636363636,0.10545454545454545,0.13090909090909092,0.05818181818181818
3,0.16666666666666666,0.10784313725490197,0.14705882352941177,0.12745098039215685,0.11764705882352941,0.1568627450980392,0.12745098039215685,0.049019607843137254
4,0.0958904109589041,0.0547945205479452,0.2054794520547945,0.1506849315068493,0.2191780821917808,0.1095890410958904,0.0821917808219178,0.0821917808219178
5,0.15625,0.10416666666666667,0.10416666666666667,0.17708333333333334,0.14583333333333334,0.09375,0.11458333333333333,0.10416666666666667
6,0.10485933503836317,0.0792838874680307,0.09207161125319693,0.11764705882352941,0.12531969309462915,0.1483375959079284,0.21739130434782608,0.11508951406649616
7,0.26666666666666666,0.1,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.26666666666666666
