R:A::C:P,0 4,1,2 3,5 6
0 4,0.6666666666666666,0.11904761904761904,0.16666666666666666,0.047619047619047616
1,0.34285714285714286,0.2571428571428571,0.32857142857142857,0.07142857142857142
2 3,0.17073170731707318,0.12195121951219512,0.5609756097560976,0.14634146341463414
5 6,0.3333333333333333,0.0,0.5,0.16666666666666666
