R:A::C:P,0,1 2,3 5,4 6
0,0.2153846153846154,0.12222222222222222,0.09734513274336283,0.06796116504854369
1 2,0.6461538461538462,0.7055555555555556,0.6017699115044248,0.5631067961165048
3 5,0.06923076923076923,0.08888888888888889,0.168141592920354,0.1553398058252427
4 6,0.06923076923076923,0.08333333333333333,0.13274336283185842,0.21359223300970873
