R:A::C:P,0 1,2 3 4,5,6
0 1,0.5102040816326531,0.36394557823129253,0.08163265306122448,0.04421768707482993
2 3 4,0.28402366863905326,0.4556213017751479,0.13609467455621302,0.1242603550295858
5,0.3076923076923077,0.5769230769230769,0.0,0.11538461538461539
6,0.2702702702702703,0.40540540540540543,0.10810810810810811,0.21621621621621623
