R:A::C:P,0 1 4 5,2 6,3
0 1 4 5,0.6794871794871795,0.20993589743589744,0.11057692307692307
2 6,0.5480480480480481,0.3108108108108108,0.14114114114114115
3,0.5784313725490197,0.27450980392156865,0.14705882352941177
