R:A::C:P,0 3 5,1 2 4,6
0 3 5,0.5645161290322581,0.3548387096774194,0.08064516129032258
1 2 4,0.4245810055865922,0.44692737430167595,0.12849162011173185
6,0.8333333333333334,0.16666666666666666,0.0
