R:A::C:P,0 3,1 4 6,2,5
0 3,0.3806818181818182,0.375,0.125,0.11931818181818182
1 4 6,0.29704142011834317,0.46982248520710057,0.11242603550295859,0.12071005917159763
2,0.28363636363636363,0.44363636363636366,0.14909090909090908,0.12363636363636364
5,0.375,0.3854166666666667,0.10416666666666667,0.13541666666666666
