R:A::C:P,0,1 4 5,2 3,6
0,0.43243243243243246,0.40540540540540543,0.13513513513513514,0.02702702702702703
1 4 5,0.21272727272727274,0.44545454545454544,0.2381818181818182,0.10363636363636364
2 3,0.14854111405835543,0.4244031830238727,0.2917771883289125,0.13527851458885942
6,0.12531969309462915,0.40664961636828645,0.24296675191815856,0.22506393861892582
