R:A::C:P,0 2,1 3,4 5 6
0 2,0.3346938775510204,0.2979591836734694,0.3673469387755102
1 3,0.32727272727272727,0.3575757575757576,0.3151515151515151
4 5 6,0.2524271844660194,0.24757281553398058,0.5
