R:A::C:P,0 2,1 3,4 5 6
0 2,0.10499359795134443,0.09346991037131883,0.11523687580025609
1 3,0.1382842509603073,0.15108834827144688,0.13316261203585147
4 5 6,0.06658130601792574,0.06530089628681178,0.13188220230473752
