R:A::C:P,0,1,2 3,4,5 6
0,0.12598425196850394,0.0811965811965812,0.028901734104046242,0.031578947368421054,0.019021739130434784
1,0.36220472440944884,0.43162393162393164,0.21098265895953758,0.2631578947368421,0.1766304347826087
2 3,0.2204724409448819,0.2606837606837607,0.3179190751445087,0.2578947368421053,0.27445652173913043
4,0.031496062992125984,0.021367521367521368,0.0838150289017341,0.08421052631578947,0.04076086956521739
5 6,0.25984251968503935,0.20512820512820512,0.3583815028901734,0.3631578947368421,0.4891304347826087
