R:A::C:P,0,1,2 3,4,5 6
0,0.43243243243243246,0.25675675675675674,0.13513513513513514,0.08108108108108109,0.0945945945945946
1,0.24146981627296588,0.2650918635170604,0.19160104986876642,0.13123359580052493,0.17060367454068243
2 3,0.14854111405835543,0.16180371352785147,0.2917771883289125,0.129973474801061,0.26790450928381965
4,0.1095890410958904,0.0684931506849315,0.3972602739726027,0.2191780821917808,0.2054794520547945
5 6,0.13552361396303902,0.09856262833675565,0.2546201232032854,0.14168377823408623,0.36960985626283366
