R:A::C:P,0 2,1,3 6,4,5
0 2,0.4909090909090909,0.3333333333333333,0.29411764705882354,0.5,0.5555555555555556
1,0.41818181818181815,0.6666666666666666,0.35294117647058826,0.3333333333333333,0.4444444444444444
3 6,0.01818181818181818,0.0,0.23529411764705882,0.08333333333333333,0.0
4,0.03636363636363636,0.0,0.058823529411764705,0.08333333333333333,0.0
5,0.03636363636363636,0.0,0.058823529411764705,0.0,0.0
