R:A::C:P,0,1 2 3,4 5,6
0,0.4857142857142857,0.2571428571428571,0.2571428571428571,0.0
1 2 3,0.1981981981981982,0.6216216216216216,0.16216216216216217,0.018018018018018018
4 5,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091
6,0.5,0.5,0.0,0.0
