R:A::C:P,0,1 2 3,4 5,6
0,0.1069182389937107,0.05660377358490566,0.05660377358490566,0.0
1 2 3,0.13836477987421383,0.4339622641509434,0.11320754716981132,0.012578616352201259
4 5,0.012578616352201259,0.031446540880503145,0.018867924528301886,0.006289308176100629
6,0.006289308176100629,0.006289308176100629,0.0,0.0
