R:A::C:P,0 1,2 6,3,4,5
0 1,0.29554655870445345,0.1659919028340081,0.06477732793522267,0.0728744939271255,0.032388663967611336
2 6,0.06882591093117409,0.08097165991902834,0.044534412955465584,0.024291497975708502,0.024291497975708502
3,0.004048582995951417,0.016194331983805668,0.016194331983805668,0.004048582995951417,0.008097165991902834
4,0.004048582995951417,0.012145748987854251,0.008097165991902834,0.020242914979757085,0.0
5,0.008097165991902834,0.016194331983805668,0.008097165991902834,0.0,0.0
