R:A::C:P,0 6,1 3,2,4 5
0 6,0.41904761904761906,0.23809523809523808,0.13333333333333333,0.20952380952380953
1 3,0.33076923076923076,0.2692307692307692,0.18846153846153846,0.21153846153846154
2,0.24324324324324326,0.36936936936936937,0.21621621621621623,0.17117117117117117
4 5,0.36,0.24,0.14,0.26
