R:A::C:P,0,1 5,2,3 4,6
0,0.022988505747126436,0.017241379310344827,0.005028735632183908,0.00646551724137931,0.0014367816091954023
1 5,0.07830459770114942,0.10847701149425287,0.035201149425287355,0.08405172413793104,0.036637931034482756
2,0.028017241379310345,0.0603448275862069,0.029454022988505746,0.05244252873563218,0.027298850574712645
3 4,0.017959770114942528,0.029454022988505746,0.022270114942528736,0.042385057471264365,0.013649425287356323
6,0.035201149425287355,0.07471264367816093,0.028735632183908046,0.07902298850574713,0.06321839080459771
