R:A::C:P,0 1,2,3 4 5 6
0 1,0.1752873563218391,0.033045977011494254,0.11853448275862069
2,0.0639367816091954,0.029454022988505746,0.10416666666666667
3 4 5 6,0.11135057471264367,0.05818965517241379,0.30603448275862066
