R:A::C:P,0,1 4,2,3 5 6
0,0.4117647058823529,0.25,0.14705882352941177,0.19117647058823528
1 4,0.28,0.288,0.18,0.252
2,0.15315315315315314,0.2702702702702703,0.21621621621621623,0.36036036036036034
3 5 6,0.15463917525773196,0.25773195876288657,0.15463917525773196,0.4329896907216495
