R:A::C:P,0 6,1 2,3 4,5
0 6,0.4864864864864865,0.1891891891891892,0.2702702702702703,0.05405405405405406
1 2,0.23076923076923078,0.3942307692307692,0.28846153846153844,0.08653846153846154
3 4,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.0
5,0.5,0.25,0.25,0.0
