R:A::C:P,0 1,2 3 4 5,6
0 1,0.28517110266159695,0.24904942965779467,0.024714828897338403
2 3 4 5,0.10646387832699619,0.21863117870722434,0.045627376425855515
6,0.019011406844106463,0.03612167300380228,0.015209125475285171
