R:A::C:P,0,1,2,3 5,4,6
0,21,5,4,4,5,3
1,33,14,22,20,13,12
2,7,8,10,13,6,10
3 5,2,1,6,8,1,2
4,1,0,2,2,5,1
6,1,1,0,4,0,0
