R:A::C:P,0 3 5,1 4 6,2
0 3 5,0.5036764705882353,0.3786764705882353,0.11764705882352941
1 4 6,0.41775147928994083,0.46982248520710057,0.11242603550295859
2,0.4072727272727273,0.44363636363636366,0.14909090909090908
