R:A::C:P,0,1 2,3 4 5 6
0,0.022988505747126436,0.01867816091954023,0.011494252873563218
1 2,0.09410919540229885,0.16594827586206898,0.21120689655172414
3 4 5 6,0.0653735632183908,0.10416666666666667,0.30603448275862066
