R:A::C:P,0,1 6,2,3 4,5
0,0.40476190476190477,0.16129032258064516,0.08,0.18,0.18181818181818182
1 6,0.4523809523809524,0.5806451612903226,0.44,0.38,0.45454545454545453
2,0.09523809523809523,0.1935483870967742,0.32,0.24,0.36363636363636365
3 4,0.023809523809523808,0.03225806451612903,0.12,0.18,0.0
5,0.023809523809523808,0.03225806451612903,0.04,0.02,0.0
