R:A::C:P,0 2,1 5,3,4 6
0 2,0.28199052132701424,0.26732673267326734,0.23595505617977527,0.20618556701030927
1 5,0.3744075829383886,0.37376237623762376,0.29775280898876405,0.2963917525773196
3,0.07582938388625593,0.06683168316831684,0.08426966292134831,0.07216494845360824
4 6,0.2677725118483412,0.29207920792079206,0.38202247191011235,0.4252577319587629
