R:A::C:P,0 5,1 2,3,4 6
0 5,0.12578616352201258,0.050314465408805034,0.018867924528301886,0.050314465408805034
1 2,0.1949685534591195,0.2578616352201258,0.14465408805031446,0.05660377358490566
3,0.0,0.018867924528301886,0.012578616352201259,0.012578616352201259
4 6,0.012578616352201259,0.006289308176100629,0.018867924528301886,0.018867924528301886
