R:A::C:P,0,1,2 5,3 6,4
0,0.053231939163498096,0.022813688212927757,0.028517110266159697,0.015209125475285171,0.009505703422053232
1,0.12737642585551331,0.0817490494296578,0.11216730038022814,0.057034220532319393,0.051330798479087454
2 5,0.043726235741444866,0.04182509505703422,0.06653992395437262,0.0779467680608365,0.030418250950570342
3 6,0.017110266159695818,0.013307984790874524,0.045627376425855515,0.039923954372623575,0.019011406844106463
4,0.005703422053231939,0.0038022813688212928,0.022813688212927757,0.013307984790874524,0.0
