R:A::C:P,0,1 3 5 6,2,4
0,0.053231939163498096,0.04752851711026616,0.019011406844106463,0.009505703422053232
1 3 5 6,0.155893536121673,0.2718631178707224,0.10456273764258556,0.0817490494296578
2,0.03231939163498099,0.11406844106463879,0.045627376425855515,0.019011406844106463
4,0.005703422053231939,0.030418250950570342,0.009505703422053232,0.0
