R:A::C:P,0,1 3 5 6,2,4
0,0.2153846153846154,0.10245901639344263,0.10638297872340426,0.08620689655172414
1 3 5 6,0.6307692307692307,0.5860655737704918,0.5851063829787234,0.7413793103448276
2,0.13076923076923078,0.2459016393442623,0.2553191489361702,0.1724137931034483
4,0.023076923076923078,0.06557377049180328,0.05319148936170213,0.0
