R:A::C:P,0,1 3 5 6,2,4
0,0.4117647058823529,0.36764705882352944,0.14705882352941177,0.07352941176470588
1 3 5 6,0.25386996904024767,0.44272445820433437,0.17027863777089783,0.13312693498452013
2,0.15315315315315314,0.5405405405405406,0.21621621621621623,0.09009009009009009
4,0.125,0.6666666666666666,0.20833333333333334,0.0
