R:A::C:P,0,1 5,2 4,3,6
0,0.12598425196850394,0.0594059405940594,0.036312849162011177,0.016853932584269662,0.010101010101010102
1 5,0.42913385826771655,0.37376237623762376,0.31564245810055863,0.29775280898876405,0.25757575757575757
2 4,0.18503937007874016,0.24257425742574257,0.2988826815642458,0.29213483146067415,0.2222222222222222
3,0.06692913385826772,0.06683168316831684,0.08379888268156424,0.08426966292134831,0.06565656565656566
6,0.19291338582677164,0.25742574257425743,0.26536312849162014,0.3089887640449438,0.4444444444444444
