R:A::C:P,0 2 4,1 5 6,3
0 2 4,0.19391634980988592,0.13878326996197718,0.053231939163498096
1 5 6,0.3155893536121673,0.17870722433460076,0.055133079847908745
3,0.026615969581749048,0.028517110266159697,0.009505703422053232
