R:A::C:P,0 2 4,1 5 6,3
0 2 4,0.3617021276595745,0.4010989010989011,0.45161290322580644
1 5 6,0.5886524822695035,0.5164835164835165,0.46774193548387094
3,0.04964539007092199,0.08241758241758242,0.08064516129032258
