R:A::C:P,0,1,2 3 6,4 5
0,0.3150684931506849,0.1780821917808219,0.2191780821917808,0.2876712328767123
1,0.21428571428571427,0.25,0.3607142857142857,0.175
2 3 6,0.11746987951807229,0.1686746987951807,0.4066265060240964,0.3072289156626506
4 5,0.14583333333333334,0.08333333333333333,0.3958333333333333,0.375
