R:A::C:P,0 2 4 6,1 5,3
0 2 4 6,0.3426724137931034,0.16235632183908047,0.07902298850574713
1 5,0.1961206896551724,0.10847701149425287,0.03807471264367816
3,0.04310344827586207,0.01939655172413793,0.010775862068965518
