R:A::C:P,comedy,history,tragedy
comedy,0.425,0.22045454545454546,0.35454545454545455
history,0.15132924335378323,0.5746421267893661,0.2740286298568507
tragedy,0.1948529411764706,0.28860294117647056,0.5165441176470589
