R:A::C:P,comedy,history,tragedy
comedy,0.5095367847411444,0.18130841121495328,0.2732049036777583
history,0.2016348773841962,0.525233644859813,0.23467600700525393
tragedy,0.2888283378746594,0.29345794392523367,0.4921190893169877
