R:A::C:P,0 2 4 6,1,3 5
0 2 4 6,0.2919334186939821,0.0793854033290653,0.13316261203585147
1,0.19590268886043533,0.08962868117797695,0.07298335467349552
3 5,0.07170294494238157,0.019206145966709345,0.046094750320102434
