R:A::C:P,0 2 5,1 3 4,6
0 2 5,0.14224137931034483,0.14080459770114942,0.036637931034482756
1 3 4,0.17025862068965517,0.1867816091954023,0.042385057471264365
6,0.11278735632183907,0.10488505747126436,0.06321839080459771
