R:A::C:P,0 1,2 4 6,3 5
0 1,0.5,0.2589928057553957,0.1925287356321839
2 4 6,0.3831967213114754,0.6007194244604317,0.6264367816091954
3 5,0.1168032786885246,0.14028776978417265,0.1810344827586207
