R:A::C:P,comedy,history,tragedy
comedy,0.40583554376657827,0.18615751789976134,0.3087149187592319
history,0.23076923076923078,0.513126491646778,0.276218611521418
tragedy,0.363395225464191,0.30071599045346065,0.4150664697193501
