R:A::C:P,0,1 2 3,4,5 6
0,0.40476190476190477,0.10714285714285714,0.3684210526315789,0.14285714285714285
1 2 3,0.5238095238095238,0.8214285714285714,0.47368421052631576,0.7857142857142857
4,0.023809523809523808,0.03571428571428571,0.15789473684210525,0.0
5 6,0.047619047619047616,0.03571428571428571,0.0,0.07142857142857142
