R:A::C:P,0 5,1 2 4,3,6
0 5,0.048132183908045974,0.04885057471264368,0.015804597701149427,0.009339080459770116
1 2 4,0.14870689655172414,0.25287356321839083,0.0617816091954023,0.0603448275862069
3,0.023706896551724137,0.029454022988505746,0.010775862068965518,0.009339080459770116
6,0.08405172413793104,0.09410919540229885,0.039511494252873564,0.06321839080459771
