R:A::C:P,0 5,1 2 4,3,6
0 5,0.1580188679245283,0.11486486486486487,0.12359550561797752,0.06565656565656566
1 2 4,0.4882075471698113,0.5945945945945946,0.48314606741573035,0.42424242424242425
3,0.07783018867924528,0.06925675675675676,0.08426966292134831,0.06565656565656566
6,0.2759433962264151,0.22128378378378377,0.3089887640449438,0.4444444444444444
