R:A::C:P,0 3 4,1,2 5 6
0 3 4,0.5020080321285141,0.14056224899598393,0.357429718875502
1,0.46194225721784776,0.2650918635170604,0.27296587926509186
2 5 6,0.421259842519685,0.12860892388451445,0.45013123359580054
