R:A::C:P,0 1 6,2,3,4 5
0 1 6,0.7377049180327869,0.5909090909090909,0.5428571428571428,0.5869565217391305
2,0.20491803278688525,0.22727272727272727,0.22857142857142856,0.2391304347826087
3,0.01639344262295082,0.06818181818181818,0.11428571428571428,0.06521739130434782
4 5,0.040983606557377046,0.11363636363636363,0.11428571428571428,0.10869565217391304
