R:A::C:P,0 1 6,2,3,4 5
0 1 6,0.3643724696356275,0.10526315789473684,0.07692307692307693,0.10931174089068826
2,0.10121457489878542,0.04048582995951417,0.032388663967611336,0.044534412955465584
3,0.008097165991902834,0.012145748987854251,0.016194331983805668,0.012145748987854251
4 5,0.020242914979757085,0.020242914979757085,0.016194331983805668,0.020242914979757085
